Tweets,Tweet Classification
 us air force vs nigeria air force,1
 ,0
 accident btw purewater delivery truck a benz car estate sangotedo ajah ,1
 stop stressing yourself over your spouse cause when you die they will sleep with another person 48hours after your death married nigerian woman advises cc,0
 can you believe these nigerian songs came out 20 years ago ,0
 mangbetu woman child the mangbetu people are from central africa congo they believe that an elongated skull with a flattened forehead pleases the gods it s important to remember that the people of early egyptian civilization esteemed elongated heads,0
 true how the word scumbag came to be ,0
 video of housemate ike with his ex girfriend gigy money who is a musician and also an actress ,0
 most nigerians don t fly 2m gang speed darlington says after his flight was delayed for 2hours ,1
rt stop extortion of drivers and everything will be just fine your officers on lekki epe yesterday extorted a driver 2k after arresting him and taking over his vehicle later it was handed over to him 25 mins later driving from salem to marwa,0
 which kind of haircut is this i was taught not to play with fire no way im doing this ,1
 throwback i remember when we had this tv ,0
rt where is this in lagos ,0
 harmattan wahala use petroleum or oil based skin care products vaseline baby oil coconut oil etc lips avoid licking the lips use lip balm to avoid cracks all through the day and before you sleep ,0
rt policeman with pos spotted demanding for a young man s atm card on a busy road cc,0
 iheanacho denies villa as leicester earn league cup semi final draw kelechi iheanacho came off the bench to keep leicester in contention for a place in the league cup final as the nigerian striker s late goal earned a 1 1 draw against aston villa on wednesday ,0
 this is probably the largest funeral procession in the world in recent years late general qasem suloimani of iran assassinated by us authorities ,0
 traffic at ijaye obadeyi section of lagos abeokuta express road inward lagos ,0
 all these cele girls don t have worries maybe i should start attending the church too,0
 martin s street inward broad street currently good to go,1
 6 41am ongoing repair work on the expansion joint at ojuelegba bridge inward barracks with one lane available for movement traffic backlog not yet much please be patient ,1
 bourdillon alexander and gerrard is calm falomo r abt thru awoloword is ok in out rj alfredrewane back to osborne and 3mb is very good ,1
 bunch of plantains left broken and squashed after 2 hungry street urchins engaged in early morning,0
 ajah park inward uba roundabout oando currently appreciatable movement,1
 ikeja under bridge enroute oba akran currently good to go,1
 interchange inw ojota is good but slow at ojota motorways inw ojota service lane is good slow connecting the main carriageway ojota down to fadeyi is very good fadeyi inw jibowu is good ,1
 fadeyi inw dormanlong is good slow approaching ojuelegba bridge due to the ongoing repair works on the expansion joint better movement descending the bridge to stadium ,1
 fadeyi inw dormanlong is good slow approaching ojuelegba bridge due to the ongoing repair works on the expansion joint better movement descending the bridge to stadium ,1
 busy traffic movement on stadiumbridge to alaka due to the one lane policy on ekobridge alaka service lane inw iponri to costain r a is good slow at the r a and busy connecting ekobridge ,1
 movement from alaka after connecting the one lane is good inw ekobridge slow movement on eko bridge opposite nationaltheater to ijoraolopa intersection movement from ijoraolopa inw apongbon is very good ,1
 descending to elegbata is slightly busy elegbata inw ebuteero is ok elegbata inw leventis to uba r a is good uba r a inw innermarina is ok though slow from unionbank to cms b stop ,1
 movement on apongbon bridge is good busy movement inw cms b stop cms inw officers mess to mcwen bridge is very good ,1
 so while ya all were decorating your houses this dude decorated his truck during christmas isn t this sweet ,1
 traffic reports get ready for it from ajayi farm to ikeja along national to ikeja inside towards oshodi is busy ,0
 apple junction inward ago palace way currently good to go,1
 carter bridge enroute iddo currently good to go,1
 volks to mile 2 along badagry express way currently good to go,0
 onipanu to jibowu currently free,1
 allen roundabout enroute secretariat currently good to go,1
 when they tell u ladies hit d gym n know how to throw a punch when necessary una go dey form instead of facing her useless husband she s coming 4 this one don t try this with me o i will drop my phonetics and go street on u police self go run nonsense ,0
rt where is this in lagos ,0
 it s 2020 and this song still hits hard,0
 speed darlington shows off his newly acquired n2million gold chain he bought cash from yaba market,0
 prophet chukwuemeka again ,0
 serious traffic on 3rd mainland bridge from adeniji to the mainland when will it end please please do something ,0
 are humans e en aware that they could get punished by god for treating animals cruelly this is so unfair ,0
rt this got me laughing i can t eat anymore today,0
 bumper2bumper currently immediately after mile 2 under bridge to durba junction via the main carriage way along badagry express way,0
 please help o over an hr drive from ebutte meta to berger our village pipo has returned with their traffic and is technically taking our hammatan away,1
 high influx currently from agidingbi inward radio,1
 slow moving traffic currently from barracks inward oshodi along oshodi oworoshoki express way,1
 synagogue inward ikotun roundabout currently busy traffic,1
 1st gate inward volks along badagry express way currently good to go,1
 learn to pray for your leaders and your country god bless our country ,0
 soldiers allegedly collecting n1 500 from each passenger with no national id card on maiduguri damaturu road borno governor report to the nigerian army cc,0
 borno governor zulum and nigerian major in heated arguments over collecting bribes from motorists and fighting boko haram terrorists after this the army warned the governor against open outburst against the soldiers cc,0
 akin ogunlewe inward ligali ayorinde currently good to go,1
 bumper2bumper currently immediately after mile 2 under bridge to durba junction via the main carriage way along badagry express way,0
 sanusi fafunwa inward akin adesola currently good to go,1
 the 1st week of 2020 iranian general assassinated australia is non stop on fire earthquake in puerto rico iranian missiles fired at us troops ukrainian 737 crashed in iran 7 freaking days unreal ,0
 akin ogunlewe inward ligali ayorinde currently good to go,1
 busy traffic currently from yaba inward old ojuelegba road,1
 third mainland bridge blocked at d moment if u love ursef pls use alternate routes,0
rt quick one please need an urgent answer could this be true if yes when did it happened ,0
 11h19 benin auchi road,0
 ijaoye onoyade is busy igbobi inward iyana fadeyi bus stop is busy at the moment return journey connecting ikorodu road is slow ,0
 trafficreport road construction at ogudu currently causing holdup coming from 3rd mainland and charlie boy cc,0
 16h05 auchi okene expressway auchi,1
 16h06 jattu junction auchi okene expressway,1
 photo body of a child was found in the landing gear wheel well after an air france boeing 777 after it landed at charles de gaulle airport paris flight originated from abidjan ivory coast 𝔾𝕀𝔻𝕀𝕋ℝ𝔸𝔽𝔽𝕀ℂ,0
 16h20 jattu road auchi,0
 this happened yesterday accident along lekki ajah expressway he was hit by a car and the driver ran away at spar,1
 energy experts why is eko s incremental the lowest ,0
 initial unconfirmed video circulating in iraqi media reporting to show moments iranian ballistic missiles impacted al assad airbase in iraq,0
 what a world ukrainian plane crashed killing 176 people unfortunately not making headline like the iranian missiles against us bases in iraq no life lost that happened same day kings and puns ,0
you will get extreme anxiety watching this ig therealtarzann ,0
 thailand opens clinic to dispense marijuana ,0
 apapa traffic is back with a bang,1
 nigerian pastor chukwuemeka odumeje makes grand entrance then starts spraying stacks of bundles cc,0
 photo a mack truck with loaded container fell blocking the entire apapa bridge at leventis ascending inward ijora outward apapa all vehicular movements outward apapa from area b have been diverted to leventis corridor on the service lane recovery mobilized at morris,1
 crazy scenes here 9 lanes merging into 1 i thought lagos and abuja guys had gone back ,0
 what s happening at mile12 inward ketu we ve been in non moving traffic for like 30mins now ɢɪᴅɪᴛʀᴀꜰꜰɪᴄ,0
 another fallen container on apapa bridge outward area b 𝔾𝕀𝔻𝕀𝕋ℝ𝔸𝔽𝔽𝕀ℂ,1
 video nigerian international and barcelona fc player as is at oshoala is the winner from the three talented nominees for african women s player of the year l at morris,0
 speed darlington vs tunde ednut don t make me get your deported speeddarlington warns tunde ednut and threatens to pay babalawo to tie his future at morris,0
 07 51am there is no traffic from palmgrove to obanikoro and free movement from obanikoro to jibowu at bon marche,0
 07 51am there is no traffic from palmgrove to obanikoro and free movement from obanikoro to jibowu,0
 iran has fired more than a dozen rockets at two iraqi military bases hosting us troops the pentagon confirmed ,0
 the saddest video i have watched today we love americans but we hate your president meanwhile trump had the audacity to say all is well ,0
 good morning people it s another wednesday and the traffic situation from laspotech gate is slow and towards sawmill is jam packed but the traffic officials are on ground to keep it moving,1
nan,1
 say hello to my pod voltron who gon stop me now you lol,0
 cathedral enroute falomo currently good to go but slight traffic at major alternation,1
 bode thomas inward stadium currently good to go,0
 dormalong inward ojuelegba currently free,1
 onipanu to jibowu currently free,1
 berger inward china town currently good to go,1
 golden gate inward glover road currently good to go,1
 admiralty enroute lekki toll currently high influx,1
 ile zik inward ajayi farms currently busy traffic,1
 alapere inward iyana oworo currently good to go,0
heavy traffic in lekki phase 1 caused by admiralty way roundabout ,1
 federal government new electricity tariff what do you think ,0
 he is serving a wicked and adulterous generation what they are craving for daddyfreeze reacts to apostle omashola s claim that naira marley is a demon ,0
 scary video of a kid walking on a wall in tenerife spain,0
rt why is there so much traffic on third mainland bridge these days even during the holidays ,0
 a tanker fell at apple junction amuwo odofin there s a building traffic at the moment please look for an alternative route ,0
 if she becomes miss world tomorrow you will forget this video and be praising her ,0
rt please who can recommend good books for couples who are about to get married books that ll prepare them mentally and emotionally for journey they are about to undertake ,0
rt who can i report mrs fuelling station to the one on ahmadu bello way they just charged me n50 for pos fuel purchase help ,0
 i still think people who eat dogs are heartless,0
 orile enroute barracks along badagry express way currently good to go,1
 this is what happens when they come back to lagos was it like this 5 days ago ,0
 17h45 sabo sagamu 𝔾𝕀𝔻𝕀𝕋ℝ𝔸𝔽𝔽𝕀ℂ,0
 ikorodu road on very very slowly moving traffic from ojuelegba to anthony,1
 this is iyana oworo inward gbagada the ability of dangote group as road construction contractors will be severly tested so far they are failing no alternative routes service lanes not even patched up for diversions ,0
 anthony idi iroko maryland good to go ,0
 broken down truck at apple junction causing traffic urgent attention needed ,1
 keke owned wendy williams here,1
 16h38 heavy traffic from redemption camp towards ibafo on lagos ibadan expressway going towards sagamu ibadan is free,1
 17h13 isale oko sagamu,0
 inside life,0
 17h42 sabo sagamu,0
 i m crying,0
 04 45pm there is heavy traffic from palmgroove to anthony and free movement from obanikoro to jibowu,1
 graphic content accident in front of my office i hope this kid survives this he was selling plantain on lekki ajah express close to vgc he was hit by a car the driver ran away you need to do more ,1
 stop sacking nigerians chevron staffs react to management racism against staff ,0
 lagos 1430hrs broken down vehicle at ogudu axis is causing heavy traffic from oworo inward alapere berger road ,0
rt are there nigerians richer than dangote who just hide their wealth from the public ,0
 it takes zero naira to bank with zenith choose today dial 966 0 get started ,0
 lagos 1536hrs a broken down container laden truck at anthony bus stop is causing heavy traffic congestion from fadeyi inward maryland on ikorodu road,1
 tap the screen to find out the celebrity you re having a date with ,0
 chevron staff protesting against management high handiness racism against nigerian staff reduction in entitlements while management entitlements are increased ,0
 15h00 fadeyi ikorodu road,1
rt i have this sewing machine for sale it s in prefect condition location lagos call 08034301765 pls my buyer is on your tl a rt away,0
 police parades officers that harassed a young man in enugu for refusing to unlock his phone we want to see their faces too like you do to others when you parade them ,0
 15h10 heavy traffic from after fadeyi thru obanikoro towards maryland on ikorodu road ,1
 15h22 a broken down container truck at anthony bus stop is the cause of the heavy traffic from fadeyi on ikorodu road lastma officials on ground,0
 15h25 gridlock from akinyele towards ojo in ibadan,0
 president buhari meets with apc chieftain asiwaju bola ahmed tinubu in state house on 7th jan 2020 cc,0
 pastor kills himself stabbed his wife to death during service over church ownership photos read more below ,0
 guys have you seen this igbo girls eh,0
 photos former governor ayo fayose is currently undergoing his medical treatment abroad the court that granted him bail on medical ground should take note ,0
 veteran nigerian producer samklef ponders questions why only female nollywood actresses can afford to have the almighty,0
 this is absolutely terrifying to watch apparently recorded in tenerife i always try to book ground floor rooms when on hols with the kids you can see why,0
 let s settle this ones for cardi b for once and all which name do you prefer for her rt cadijat like chioma b,0
 new york gov andrew cuomo seen pulling victim from car wreck photos wick,0
 major cause of gridlock in this city especially along lekki ajah axis where people be forming i can t enter bus if u can t enter bus shebi u sha can enter traffic pls provide brt services along lekki epe express ,0
 breaking reynhard sinaga a student from indonesia has been jailed for life with a minimum term of 30 years for committing 136 rapes in manchester prosecutors say he is the most prolific rapist in britain possibly the world more on,0
 the fg has promised to lift 100 million nigerians out of poverty by providing enabling environment for small businesses the minister of finance zainab ahmed shamsuna stated this in an interview with nta are nigerians ready to be lifted up ,0
 hazard is truly a big bully agbaya,1
 video recovery in progress by lasema at marine bridge inward ijora7up,1
 after detty december checking account balance in january ,0
rt where can i get good fish and chips in ikeja,0
 photo an upturned truck on ijora marine beach bridge by 7up outward apapa ,1
 i think this is quite selfless o,0
 10 31hrs tuesday 7th january 2020 the crowning of the next king of africa caf african footballer of the year award is today who takes the crown amongst,0
 in nollywood movies someone would leave the village for lagos for 6 months and he d come back with range rover nigerian movies are why lagos is so over populated,1
 my sister in law is missing since on friday she was last seen in sukuta in the early hours of friday please share with your contacts to help us find her thank you,0
 very hilarious this weather certainly have brought out our creativity ,0
 photo today s road rehabilitation work schedule in lagos state,1
rt when pronouncement of clearing road trading was made by lasg my reaction was even oyingbo it seem am tight as d traders there seem immovable like rock this menace contribute to trafic in no small way ,0
an oddly satisfying video to watch ,0
 melania trump when she hears that 80m bounty is on donald s head ,0
 07 05hrs tuesday 7th january 2020 the statue of mexican player alexis sanchez in his hometown of tocopilla has been vandalised by mobs the face was damaged while the shirt no7 in front was scratched off i,0
 toyota inward airport road currently free,0
 slow moving traffic currently from iyana itire inward sadiku along apapa oshodi express way,0
 the scripture for this season,0
 good movement on eko bridge inward apongbon enroute ajah park,1
 fatgbems filling station inward mile 2 currently free,0
 onipanu to jibowu currently free,1
 festac 3rd gate enroute 2nd rainbow via festac link bridge currently good to go,1
 akerele inward ogunlana drive currently free,1
 yaba inward ojuelegba currently good to go,1
 ajah park inward uba roundabout oando currently appreciatable movement,1
 it s raining in australia after five months without this is the twitter content i m here for ,1
 see even lions know how to be kissing and petting the female during sex but some guys will just be ramming it anyhow please be like this lion,0
 just only today wey lagosians resume work the road is on lock down from ikeja along to to ile zik which is the real cause of traffic reason every body wan pass at the same time,1
 photos shi ites protest iranian general s killing in abuja is it their business to do this ,0
 throwback i remember when we had this tv ,0
 world deadliest drone mq reaper that killed iranian top general qasem soleimani ,0
 shiites others protest in fct burn us flag block highway,0
rt and this is the vision you saw the very heart of new lagos economy can t get a serious flyover and intersections can t compete with accra dakar nairobi contract cost inflation killing lagos pathetic,0
 dear kings tell me what you ve learnt from this short clip,0
 proof that nicki minaj is one of the most versatile artists out there ,0
 the gods have become already,1
 slay queen ,0
 retweet someone might need this cc ,0
 boko haram governor zulum clearly not happy with the military officers taking 1 000 from motorists,0
 is it a good thing for a married woman to keep a male friend and for a married male to keep a female friend pls advice,0
rt electricity has been in amazing supply this festive period especially in lagos who else noticed ,0
 funeral of qassem suleimani cc,0
 04 50pm there is no traffic from palmgrove to obanikoro and free movement from obanikoro to jibowu,1
 04 50pm there is no traffic from palmgrove to obanikoro and free movement from obanikoro to jibowu at jam tree,1
 lady fights her father for attempting to use belt to flog after she slept outside the house,1
 three americans one u s military service member and two contractors were killed by somalia s al shabaab militant group during an attack on sunday on a military base in kenya used by both u s and kenyan forces the u s military said ,0
 in case you are wondering why bobrisky is trending this is the video she confesses that she can date a married man only one condition ,0
 is aware of this or am i the first to let him know ,0
 graphic fatal accident along lagos ibadan expressway,1
 on sports marcus rashford wins premier player of the month for december after shining for his club manchester united ,0
rt what are the best apps to download on pc for a 6yr old boy he already has scratch loves it pls help rt,0
 imagine this was said to nigeria what would you do as for me am trekking to benin republic,0
 15h07 akoka central mosque sholanke street akoka yaba,0
 this is a good one ,1
 please can someone tell me wtf this insect is ,1
 broken down truck trailer by oando filling station inward empire atm alakara police officer standy by the incident gridlocks reaching idi oro gtb,1
 how to save money we have 365 days in a year oya let me break it down on how u can achieve a great savings this 2020 100 naira daily 36 500 naira 200 naira daily 73 000 300 naira daily 109 500 500 naira daily 182 500,0
 this kind of person is not different from women who throw away their newborns because of inconvenience monster ,1
 is a very beautiful place to live and do business in do you want know how you can take from the best lagos has got to offer i have about 300 followers if i can get just 30rts i ll fill you in on this photo credits ,0
 4 soldiers including an army captain have been killed by armed gunmen in an ambush in sarkin pawa in munya lga of niger state 3 other soldiers were injured in the ambush the deceased include a captain who led the soldiers in the operation a staff sergeant two cpls,0
 did you travel this christmas from lagos to the east did you drive how much did you spend on fuelling ,0
 sex every day with for example various partners and strangers especially if you have a traumatic past involving some sort of sexual abuse could lead to shame feelings of worthlessness dissociation from the body and depression ,0
 oya let s go there mc oluomo invites you all to the 100days in office in osodi january 17th 2020,0
 oh tunde why police arrested you in 2017 for stealing bike you got jailed for 2 years and released in november 2019 2 weeks after his release tunde has been caught again by police for snatching bike in lagos tunde why,0
do you know what fruit this is any lucky guesses ,0
 photo ajaokuta itobe bridge safe fg mr kajogbola jimoh federal controller of works in kogi has assured nigerians that the ajaokuta itobe bridge is intact and structurally stable against insinuations that it has divided into two and no longer passable ,1
rt so on a 1st sunday this rich kid of bbnaija mercy eke was just spraying anyhow abi ,0
 regions in nigeria and their type of harmattan west harmattan east harmattan x south harmattan pro north harmattan pro max ɢɪᴅɪᴛʀᴀꜰꜰɪᴄ,0
 a 75 year old mrs fehintola wewe of sabomi in ese odo lga of ondo state has been reportedly kidnapped by some suspected armed men the victim was kidnapped on ikare owo expressway in oba akoko akoko south west local government area of ondo state ,0
 a very short story,0
 gunmen in the early hours of sunday abducted a medical doctor dr abdurrahman muhammad kawuyo of the federal medical centre yola from his home in lakare a community in yola south local government area of adamawa state and have asked for a n10 million ransom ,0
 james tolorunju ajulo a ward chairman of the all progressives congress in ondo state has been abducted by gunmen ajulo was seized in front of his residence in the ibaka quarters of akungba akoko on sunday evening ,1
 9 12am ,1
rt dear out friends in ebute metta are used to burning sawdust this causes smoke which is not healthy for commuters or residents of the area it would be nice if this is looked into ,0
 a crash occurred on sunday at about 1620hrs on the lagos ibadan expway around nipco petrol station close to car park c in mowe three persons were involved all male adults no injury was recorded from the crash but it led to the death of one person,1
 town planning inward anthony currently good to go,1
 08h26 accident involving a danfo and okada at waec herbert macaulay way yaba danfo windscreen is shattered chilled bottles of guinness gold fell from okada,1
rt if we really mean safety vehicles like this should not convey pigs talked of human this add part of the eye sore and they are so many on lagos roads,0
 photo president muhammadu buhari hosted president elect of guinea bissau h e umaro sissoco embaló at the state house abuja on sunday ,1
 time table for harmattan why make a time table for harmattan when you can actually bath with hot water and that solves the case ,0
 photo electricity tariff hike it s daylight robbery labour others tell fg organised labour industrialists and civil rights groups on sunday condemned the hike in electricity tariffs by the federal government ,0
 07h42 alfred rewane road ikoyi,0
 from mangoro to ikeja along is bumper to bumper,0
 07h24 fire outbreak along iwofe road opposite first bank in port harcourt,0
 traffic is back third mainland bridge is on lockdown from start to finish enroute island ,1
 they single handedly saved golden globes and 2020,0
 joaquin phoneix becomes the second actor to win a golden globe for playing joker heath ledger was the first,0
 07h24 fire outbreak along iwofe road opposite first bank in port harcourt,0
 january grind back to work or school ,1
 the christian association of nigeria can on sunday faulted a prediction by rev ejike mbaka that the apc governorship candidate in imo state senator hope uzodinma will take over from governor emeka ihedioha sayin mbaka s prophesy is a political statement ,0
 daleko bridge inward iyana isolo currently free,1
 apple junction inward ago palace way currently good to go,1
 ikeja under bridge enroute oba akran currently good to go,1
 5 50am extremely slow movement on 3rd mainland bridge starting from oworoshoki,1
 it s 6am and third mainland bridge is blocked from oworoshoki,1
 alaba suru enroute gasikia currently good to go,1
 slow moving traffic currently from iyana itire inward hassan bustop along apapa oshodi express way,1
 moving traffic currently ascending iganmu bridge coming from doyin,1
 sheraton enroute allen roundabout currently good to go,1
 auto wharf enroute boundary ajegunle via achakpo currently good to go,1
 busy traffic currently on 3rdmb inward adeniji,1
 ajah park inward uba roundabout oando currently good to go,1
 cathedral enroute falomo currently good to go,1
 moving traffic currently from mazamaza link bridge inward mile 2 along badagry express way via the centre lane,1
 a trailer is blocking the road at 1st gate bustop inward mile 2 via the main carriage way along badagry express way,0
 barracks to mazamaza along badagry express way currently free,1
 anthony enroute oworoshoki currently good to go,1
 slight traffic at volks inward barracks along badagry express way,1
 berger inward china town currently good to go,1
 moving traffic currently from mazamaza link bridge inward mile 2 along badagry express way via the centre lane,1
 moving traffic from ijora olopa inward apongbon as at 6 10am,1
 when you have the at 9 pm but gym at 10,0
 joaquin phoenix won best performance by an actor in a motion picture drama for joker during his acceptance speech he jumped into climate change and praised the awards show for the making the night s menu meat free ,0
 opted for a fuchsia pink dress from for the 2020 awards styling ,0
 what s lagos without traffic have a blessed week ahead ,0
 3rd mainland bridge is blocked this morning work ongoing use eko bridge to go to island please share so someone will not take that route 𝔾𝕀𝔻𝕀𝕋ℝ𝔸𝔽𝔽𝕀ℂ,0
 traffic on third mainland bridge this early morning ,0
 traffic on 3rdmb is every body back ,1
 this early morning another accident on third mainland bridge third mainland bridge inwards ebute metta ,1
 accident on 3rd mainland please contact emergency response team,0
 accident on 3rdmb traffic already building,1
 5 32am accident on 3rd mainland bridge causing traffic a white toyota camry it s being towed already ,1
 accident at adekunle 21am car ran into the curb traffic pile up ,1
 me when i realised lagos traffic is about to be lit from today everyone is back ,1
 billy porter stole the red carpet yet again with his angelic golden globes look,1
 what are your takes on sex toys ladies would you own them guys do you have any problem with her owning them and would you use them on with her ,0
 did you know your social connections can positively influence your health this year try to find ways to get involved with others get some ideas on how and read more about the biology of relationships here ,0
 match day 12 results,0
 harmattan bathing posture activated,0
 all in one picture tiwa savage and her family ,0
 watch how nigerian police officer mercilessly descends on a guy ,0
 shatta bandle kicks start his 2020 work plan,0
 my expectations were not met by teebillz tacha on tiwa savage s ex husband,0
 can anyone highlight what a guy exclusively benefits from being in a relationship ladies what do you offer boyfriends that doesn t benefit you guys in relationships what are you exclusively getting from the relationship let s discuss this ,0
 5 persons have been confirmed killed in a gas explosion in sabon tasha chikun lga of kaduna metropolis that occurred at about 12 30pm on saturday at a roadside gas vending shop located by the main road opposite total filling station sabon tasha ,0
 ladies can you relate to this does it help cc,0
 shatta bandle performs for his girlfriend on video call,0
 no one the boys pretending to be girls to avoid getting recruited ,1
 me n the boys pullin up to,0
 picture of engagement rings removed from the fingers of world war ii victims imagine how many love stories were buried wars are never easy ,0
 so it s my birthday today and i decided to spoil myself with a little something did you see it coming ,0
 iran vs us military capabilities budget iran 6 billion us 716 billion troops iran 523 000 us 1 3 million aircraft iran 509 us 13 398 navy vessels iran 398 us 415 nukes iran not known us 6 185 missile range iran 3 000 km us any place on earth,1
 flowalkway bridge in xuan en country of central china hubei,1
 the cold in kano ,0
 nigeria police need dispelling for drunken during the duty,0
 lagosians your harmattan is learning work ,1
 the police in lokoja on saturday rescued three kidnap victims from their abductors after six days in captivity the victims were kidnapped at about 2 15p m on decemeber 30 2019 at eika itakpe junction off lokoja okene road ,0
 you re a thief if you play church instrument and collect money pastor david antwi cc,0
 what will you do be honest ,0
 19h08 golden gate kingsway road ikoyi kudos to the hawkers at golden gate junction those guys are always there,1
 18h42 yaba,1
 more nigerian army cadets celebrate the road blocking season ,0
 actress sophia williams breaks down crying tears of joy after somebody bought her a benz and planned with another somebody to trick her out of the house so another somebody can park the benz inside her house latest member,1
 decided invite only from nigeria this time guess dem no want drama over fonts size this time,1
 this video needs to be everywhere ,0
 grandson of lady diana son of prince william see how they re are teaching their children not a for apple but ,0
 11h58 heavy traffic build up due to ongoing community unrest along keffi road by auta ba lefi village in nasarawa state,0
 multiple accident at eleganza bus stop involving two cars and a tricycle is causing traffic tailback to the conservation toll plaza lcc patrol team is at the location please drive safely ,1
 berger down to sagamu is free and good to go for lagos outbound atm ,0
 09h08 golden gate alfred rewane road ikoyi 𝔾𝕀𝔻𝕀𝕋ℝ𝔸𝔽𝔽𝕀ℂ,0
 09h40 obalende ikoyi,0
 09h42 ɢɪᴅɪᴛʀᴀꜰꜰɪᴄ,0
 who do you blame ,0
technically he didn t lose focus he gained a new focus ,0
 2 agege to iyana ipaja motorists going to iyana ipaja should make use of guinness road to capitol road to oniwaya road or oke koto and connect ipaja road ,1
 1 pen cinema to abule egba motorists coming from moshalasi alhaja can only go through fagba on lju ishaga road to link jonathan coker road and connect abule egba ,0
 the axis would be closed to traffic from 6pm on january 4 to 12pm on january 5 2020 the motoring public is advised to explore the following alternative routes ,0
 travel advisory odejobi closure please be informed that the odejobi axis of agegemotorrd will be temporarily closed to facilitate the quick completion of the ongoing construction of the lagos ibadan standard gauge rail line ,0
 this is how i d serve coffee to my boss when i want to quit ,1
 yeah there s plenty of awkward to go around tonight ,0
 well this is very awkward,0
 actress anita joseph catches heat for posting a bathtub video cc,0
 urgent transformer on randle avenue opposite randle general hospital is on fire due to sparks and could possibly have a live cable drop very soon ,0
 kindly confirm if this is a confirmed corp member,0
 damage control mompha visits oba elegushi in his palace today january 3rd ,0
 photo this kind harmattan cold will not kill person ooo,1
 21 years old super eagles goalkeeper francis uzoho welcomes a baby boy with his wife,0
 commuters left stranded as ajaokuta bridge splits apart in kogi state buhari is working fashola is working ,1
 military cadets also shut down popular junction in kaduna ,0
 this is admiralty way lekki phase 1 lagos,0
 please is it true this happened at caleb university security men turned to barbers at its school gate to do this to students ,1
 15h44 awolowo road ikoyi,0
 in this year 2020 nollywood movie producers should endeavour to stop depicting only lekki ikoyi link bridge in almost every lagos based nigerian movie there are a gazzilion other landmarks that can be showcased to whom brain is given sense is expected ,0
 taking a shower in jos and kaduna ,0
 bank charges are you concerned about bank charges for atm alerts internet electronic banking foreign currency transactions please see slides for cbn guide to applicable bank charges in 2020 ,0
 nigerian military cadets cause hold up expressway because the bloody civilians cannot do anything ,0
 ojuelegba bridge now,1
 in the 1930s two psychologist adopted a baby chimp tried to raise her as their child alongside their real infant son to see if this caused the chimp to learn human behavior ,0
 this is to ladies that masturbate ,0
 kwara government allegedly demolishes saraki s family property ,0
 video o o u girls fight over yahoo boy the girls depicted in the video are students of olabisi onobanjo university in ogun state nigeria ,0
 beautiful gryfaun by anya boz fb,0
 viral lady with gigantic ikebe that made elderly ghanaian men to start misbehaving at airport finally identified reveals that her bum is 100 natural ɢɪᴅɪᴛʀᴀꜰꜰɪᴄ,0
 there was a mild drama at the lagos continental hotel last night when the ooni of ife and his entourage got stuck inside the elevator the monarch had gone there to see the queen moremi play c,0
rt kindly avoid inner marina axis ,0
 hammatan reason with me if i no baff today i go do am tomorrow abi you wan mek i die e no easy for me ,1
 this is the second time i m seeing such this man sprayed in bundle for 30mins the mc said poor man ntooooooor ,0
 harmattan finally hit lagos via night bus i felt rapture had taken place at early hours of today after i locked up doors and windows and i cant understand how the breeze was entering the house ,0
 nigerian cadets cause traffic jam on expressway because civilians can t do anything ,0
 fack u yahoo boy screams in anger after his oyinbo client defrauded him and siphoned the package he mailed to her,0
rt when going hunting abroad you wear military camo and you re good no issues can the nig govt help clarify laws on wearing of camouflage by civilians ,1
 how many kids are originally in this picture look closely,1
 is it world war 3 already harmattan in lagos 21 c my lips are dry and am really really feeling the cold,1
 viewers discretion advised almost a self homicide guys in the gym be careful out there,0
 video govt demolishes s political home ,0
 video kid dancer called for a dance challenge with poco lee ,0
 will forever retweet this if i see it for the gals know the signs,0
 who else thought this was how 2020 would look like do like this,0
 alaka service lane inw iponri to costain r a connecting ekobridge is very good a bit slow ascending the bridge from alaka main carriageway but very good on ekobridge proper all the way through apongbon to cms ,1
 a bit slow at cms b stop movement inw mcwen to link vi axis is very good the rj all the way back to ikorodu is very gtg ,1
rt please can you explain how a dead man is verified had more followers and is tweeting for the grave i need answers,0
 muslim northern nigeria zone cc,1
 photos lagos begins removal of roundabouts to ease gridlock the lagos state ministry of transportation has commenced the removal of some roundabouts identified as major causes of gridlock being experienced by motorists in the state ,1
 video former governor of ekiti state ayodele fayose spotted dacing after claiming to be on medical trip at bon marche,0
 video end of apapa oshodi express way apapa restoration project at spar,1
 cbn have released a new directive indicting a downward review of charges on electronic transactions effective from 1st of january 2020 a very good development i must confess ,0
 cbn has reviewed charges and it took effect from yesterday people ,0
 photos vice president yemi osinbajo playing squash at his leisure time ,0
rt please can you explain how a dead man is verified had more followers and is tweeting for the grave i need answers,0
 two trucks belonging to dangote cement company has been set ablaze by angry mob for allegedly crushing two people to death ,0
 this container fell from a truck and has been on the road around cement mangoro agege since yesterday ,1
 07h11 atm,1
 07h10 ilubirin adeniji,0
 ikorodu road is good2go this morning small moving traffic just before ketu tho ,0
 07h42 waec yaba,0
 this is the year that the lord has made and we will rejoice and be glad in it because he made it just for us ,0
 psa this if you re submitting a proposal or filling a very important document pls write dates in full oo eg don t write 1 1 20 person fit change am to 2002 oo instead write 1 1 2020 or january 1 2020 be careful out there guys,0
 new policy against motorcycles and tricycle s coming says lagos police commissioner,1
